drug,prot,score
ZINC000100016393,Q4QBL1,13340.03
ZINC000100016396,Q4QBL1,13340.03
ZINC000006716350,Q6TUJ5,13343.84
ZINC000030690712,Q27686,133451.6
ZINC000016090787,Q27686,133451.6
ZINC000003788800,P48499,133469.62
ZINC000001492996,P48499,133469.62
ZINC000150338894,Q4QHJ8,13347.04
ZINC000002040459,Q27686,133473.43
ZINC000100032379,Q4QHJ8,13348.53
ZINC000095617641,O97193,1335.28
ZINC000000006737,Q4QBL1,1335.3
ZINC000003978006,Q4QHJ8,1335.68
ZINC000000187911,P48499,13352.72
ZINC000068251434,Q6TUJ5,13352.75
ZINC000003918137,O97193,133549.51
ZINC000000001673,P48499,13356.92
ZINC000038601097,Q27686,13357.68
ZINC000000008646,Q27686,13358.91
ZINC000003923962,Q27686,13358.91
ZINC000000608205,O97193,1336.41
ZINC000001554077,Q27686,1336.54
ZINC000000597739,O15826,1336.76
ZINC000003792990,O15826,1336.76
ZINC000021981235,Q4QHJ8,13362.72
ZINC000004474564,Q4QBL1,13363.63
ZINC000002031042,Q6TUJ5,13365.69
ZINC000002031038,Q6TUJ5,13365.69
ZINC000000004166,P48499,13367.13
ZINC000000896819,P48499,13367.13
ZINC000005117478,Q6TUJ5,13367.27
ZINC000003783800,Q6TUJ5,13367.27
ZINC000000538415,Q27686,13367.6
ZINC000028603970,Q27686,1337.21
ZINC000043153259,Q4QBL1,1337.24
ZINC000053084618,O97193,1337.33
ZINC000064624931,O15826,1337.85
ZINC000002585429,Q4QHJ8,1337.86
ZINC000001492251,Q4QHJ8,1337.86
ZINC000001492250,Q4QHJ8,1337.86
ZINC000001492231,Q4QHJ8,1337.86
ZINC000003870472,Q4QHJ8,1337.86
ZINC000001492232,Q4QHJ8,1337.86
ZINC000033969753,Q27686,1337.91
ZINC000077293241,P48499,1337.94
ZINC000095618756,P48499,1337.94
ZINC000043205655,Q4QHJ8,1337.99
ZINC000018067894,Q27686,13374.89
ZINC000072190222,Q6TUJ5,13375.85
ZINC000001531790,Q27686,13378.37
ZINC000002584392,Q4QBL1,13378.46
ZINC000035644633,P48499,13378.76
ZINC000035644637,P48499,13378.76
ZINC000001912267,Q27686,1338.08
ZINC000038477407,Q27686,1338.73
ZINC000000007563,Q4QBL1,1338.85
ZINC000195761836,Q6TUJ5,13383.15
ZINC000019203855,P48499,133832.0
ZINC000019203852,P48499,133832.0
ZINC000019632839,P48499,13386.28
ZINC000019632834,P48499,13386.28
ZINC000002009579,Q27686,13392.66
ZINC000004214738,Q4QBL1,13394.48
ZINC000004228231,Q4QBL1,13394.48
ZINC000004215196,P48499,13395.14
ZINC000003872738,O15826,13398.53
ZINC000000001668,P48499,13399.23
ZINC000002140942,Q27686,134.0
ZINC000003876136,Q27686,134.0
ZINC000084758360,O15826,134.0
ZINC000003875332,Q27686,134.0
ZINC000253530736,Q27686,134.0
ZINC000253530735,Q27686,134.0
ZINC000001322099,Q27686,134.0
ZINC000072267012,O15826,134.0
ZINC000100090021,O97193,134.02
ZINC000001912555,O15826,134.08
ZINC000003808299,O15826,134.12
ZINC000013907551,O97193,134.14
ZINC000001543480,O97193,134.14
ZINC000299841484,P48499,134.15
ZINC000299841486,P48499,134.15
ZINC000299841485,P48499,134.15
ZINC000299841487,P48499,134.15
ZINC000013896714,Q4QHJ8,134.21
ZINC000013896711,Q4QHJ8,134.21
ZINC000013896708,Q4QHJ8,134.21
ZINC000003929610,Q4QHJ8,134.21
ZINC000002004553,O15826,134.24
ZINC000000002070,O97193,134.32
ZINC000003777423,O15826,134.37
ZINC000140358266,Q4QBL1,134.43
ZINC000064490563,Q27686,134.44
ZINC000000049583,P48499,134.45
ZINC000001599729,P48499,134.45
ZINC000001599730,P48499,134.45
ZINC000150338708,O97193,134.48
ZINC000136880056,P48499,134.6
ZINC000072190218,Q4QHJ8,134.61
ZINC000000003981,Q4QBL1,134.61
ZINC000000896468,O15826,134.64
ZINC000000000133,O15826,134.64
ZINC000005457090,O15826,134.65
ZINC000053022902,O15826,134.66
ZINC000052971887,O15826,134.66
ZINC000001853205,O97193,134.71
ZINC000068197070,Q4QHJ8,134.72
ZINC000005423072,O97193,134.74
ZINC000095803508,Q4QBL1,134.75
ZINC000000602357,O15826,134.76
ZINC000027416055,O15826,134.76
ZINC000003982517,O15826,134.76
ZINC000038665611,O15826,134.76
ZINC000019632927,O15826,134.78
ZINC000005419379,O97193,134.8
ZINC000051951669,O97193,134.86
ZINC000003872446,O15826,134.91
ZINC000000607986,Q4QHJ8,134.91
ZINC000005844792,Q4QHJ8,134.91
ZINC000003798603,Q4QHJ8,134.91
ZINC000004213946,Q4QHJ8,134.91
ZINC000001999441,Q4QHJ8,134.91
ZINC000011681534,Q4QHJ8,134.91
ZINC000005844788,Q4QHJ8,134.91
ZINC000002001740,O15826,134.96
ZINC000006036811,Q4QBL1,134.96
ZINC000002561369,Q4QBL1,134.96
ZINC000013917051,Q4QBL1,134.97
ZINC000008214588,O15826,1340.0
ZINC000003975327,Q27686,1340.04
ZINC000001566899,Q6TUJ5,1340.29
ZINC000003607120,Q4QBL1,1340.77
ZINC000038197764,Q4QBL1,1340.77
ZINC000001542006,P48499,13403.57
ZINC000000066104,P48499,13404.37
ZINC000043206319,Q6TUJ5,134045.46
ZINC000029124639,Q4QBL1,13405.56
ZINC000003580965,Q6TUJ5,13406.02
ZINC000012484909,Q4QHJ8,13407.92
ZINC000008214428,Q27686,134097.42
ZINC000036079847,Q27686,134097.42
ZINC000000001341,O15826,1341.03
ZINC000196149386,O15826,1341.51
ZINC000008582008,O97193,1341.74
ZINC000002020029,Q6TUJ5,134105.59
ZINC000003875484,Q4QHJ8,13416.09
ZINC000002522669,Q27686,13416.27
ZINC000001908051,P48499,13416.62
ZINC000072190141,P48499,13416.62
ZINC000001531006,Q27686,134195.59
ZINC000001531007,Q27686,134195.59
ZINC000004213332,Q6TUJ5,1342.11
ZINC000100054497,Q27686,1342.81
ZINC000100054500,Q27686,1342.81
ZINC000100054503,Q27686,1342.81
ZINC000100054502,Q27686,1342.81
ZINC000104387314,Q27686,1342.81
ZINC000095618772,Q27686,1342.81
ZINC000001565247,Q27686,1342.9
ZINC000001533874,Q4QHJ8,13421.04
ZINC000003777838,Q4QHJ8,13421.04
ZINC000000901061,Q6TUJ5,13422.56
ZINC000003778885,Q4QHJ8,13425.98
ZINC000006467621,Q6TUJ5,13427.35
ZINC000019632912,Q6TUJ5,13427.52
ZINC000095618907,P48499,13428.94
ZINC000100004276,Q4QHJ8,13429.26
ZINC000003830865,O15826,1343.21
ZINC000003830866,O15826,1343.21
ZINC000250915642,Q6TUJ5,1343.63
ZINC000003871960,Q27686,1343.95
ZINC000003823435,P48499,13430.86
ZINC000011616887,P48499,13430.86
ZINC000001546259,P48499,13430.86
ZINC000011616889,P48499,13430.86
ZINC000000006360,P48499,13431.06
ZINC000008214647,Q4QHJ8,13431.27
ZINC000003873921,P48499,13434.85
ZINC000003778885,Q27686,13435.9
ZINC000003799319,Q27686,1344.03
ZINC000012503119,O15826,1344.17
ZINC000003791297,O15826,1344.17
ZINC000000582047,Q4QBL1,1344.55
ZINC000000599047,Q4QHJ8,1344.79
ZINC000003955058,O97193,1344.86
ZINC000000007943,Q4QBL1,1344.99
ZINC000000000391,Q6TUJ5,13443.22
ZINC000000156823,Q6TUJ5,13443.22
ZINC000018284778,Q4QHJ8,134435.6
ZINC000000000506,Q4QHJ8,13444.17
ZINC000000014037,Q4QHJ8,13444.17
ZINC000001532333,Q6TUJ5,134464.76
ZINC000019632912,Q4QBL1,1345.22
ZINC000118795962,Q4QBL1,1345.34
ZINC000001999256,Q4QBL1,1345.45
ZINC000004474603,O97193,1345.75
ZINC000001615334,Q4QBL1,134552.85
ZINC000100353889,Q4QHJ8,134572.72
ZINC000008234383,O15826,13458.64
ZINC000005840520,O15826,1346.12
ZINC000001886617,O97193,1346.75
ZINC000001530639,O97193,1346.75
ZINC000043203371,Q4QBL1,1346.87
ZINC000001873938,Q27686,13462.33
ZINC000034035621,Q4QBL1,13468.42
ZINC000031439266,Q27686,13469.24
ZINC000118695150,Q4QBL1,13469.52
ZINC000034851244,Q27686,1347.38
ZINC000030731121,O97193,1347.46
ZINC000000006957,P48499,1347.78
ZINC000000000917,Q4QHJ8,13470.48
ZINC000003830445,Q6TUJ5,13472.21
ZINC000000003837,Q6TUJ5,134729.21
ZINC000003982162,Q4QHJ8,13473.17
ZINC000019358638,Q27686,134752.88
ZINC000001554010,Q27686,134767.53
ZINC000013973998,Q27686,134767.53
ZINC000002568290,Q4QHJ8,13479.33
ZINC000100001877,Q4QHJ8,1348.36
ZINC000114666003,O97193,1348.44
ZINC000003820040,O97193,1348.68
ZINC000003803377,Q27686,1348.69
ZINC000003802658,Q27686,1348.89
ZINC000000004404,Q27686,1348.89
ZINC000253497554,Q27686,1348.91
ZINC000009228233,Q27686,1348.91
ZINC000043710727,Q27686,1348.91
ZINC000034886826,Q27686,1348.91
ZINC000003807917,Q27686,1348.91
ZINC000012503076,Q4QBL1,13482.51
ZINC000000056427,Q4QBL1,13482.51
ZINC000028815574,P48499,13484.02
ZINC000028815572,P48499,13484.02
ZINC000001675415,Q4QBL1,134868.63
ZINC000000537935,P48499,1349.1
ZINC000095092796,O97193,1349.4
ZINC000004099200,O97193,1349.73
ZINC000004676424,O97193,1349.73
ZINC000022055066,Q27686,1349.86
ZINC000000002220,Q27686,1349.96
ZINC000095618902,Q6TUJ5,13490.74
ZINC000095618901,Q6TUJ5,13490.74
ZINC000040873975,Q4QHJ8,13497.77
ZINC000040873973,Q4QHJ8,13497.77
ZINC000003915436,Q6TUJ5,13498.86
ZINC000034604616,O97193,135.0
ZINC000028713812,O97193,135.04
ZINC000028713815,O97193,135.04
ZINC000028713813,O97193,135.04
ZINC000028713814,O97193,135.04
ZINC000000006226,O15826,135.08
ZINC000000057455,O15826,135.1
ZINC000000004760,O15826,135.1
ZINC000001996374,Q4QHJ8,135.12
ZINC000001572556,Q4QHJ8,135.12
ZINC000005933760,O15826,135.15
ZINC000103590233,Q4QHJ8,135.16
ZINC000103590237,Q4QHJ8,135.16
ZINC000003814435,Q4QHJ8,135.16
ZINC000022851765,O15826,135.21
ZINC000022448097,O15826,135.21
ZINC000000119983,Q4QBL1,135.23
ZINC000000119988,Q4QBL1,135.23
ZINC000000004355,Q4QHJ8,135.3
ZINC000003799334,Q4QHJ8,135.3
ZINC000005140195,O97193,135.32
ZINC000255985414,O97193,135.32
ZINC000255985413,O97193,135.32
ZINC000028701754,O15826,135.42
ZINC000004521470,O15826,135.47
ZINC000003802189,O15826,135.47
ZINC000000000931,Q27686,135.5
ZINC000027520427,O97193,135.55
ZINC000003975804,P48499,135.57
ZINC000043450326,O97193,135.58
ZINC000043450324,O97193,135.58
ZINC000026011099,O97193,135.58
ZINC000034661169,P48499,135.6
ZINC000021992076,P48499,135.6
ZINC000248065217,O15826,135.62
ZINC000248065211,O15826,135.62
ZINC000022058301,O15826,135.62
ZINC000003831012,P48499,135.63
ZINC000043151225,O97193,135.65
ZINC000003995616,O15826,135.69
ZINC000013983495,Q4QBL1,135.7
ZINC000072190148,O97193,135.74
ZINC000008214391,O15826,135.76
ZINC000043313045,O15826,135.76
ZINC000043313048,O15826,135.76
ZINC000000024890,Q4QBL1,135.76
ZINC000014192399,O15826,135.83
ZINC000001534592,O15826,135.85
ZINC000084653543,O97193,135.87
ZINC000100068378,Q27686,135.91
ZINC000002112569,Q27686,135.91
ZINC000003197739,Q27686,135.91
ZINC000000538415,O97193,135.93
ZINC000003812874,O15826,1350.29
ZINC000000003827,Q6TUJ5,1350.34
ZINC000000005882,P48499,1350.49
ZINC000031544842,O97193,1350.67
ZINC000031544850,O97193,1350.67
ZINC000031544837,O97193,1350.67
ZINC000031544846,O97193,1350.67
ZINC000040165247,Q27686,13501.35
ZINC000000001271,Q4QHJ8,13504.73
ZINC000095627831,Q6TUJ5,13506.48
ZINC000003876069,P48499,135062.75
ZINC000003876068,P48499,135062.75
ZINC000001530930,P48499,135062.75
ZINC000001530929,P48499,135062.75
ZINC000000900543,Q27686,1351.53
ZINC000000009710,Q27686,1351.53
ZINC000043153645,O97193,1351.67
ZINC000253994534,O97193,1351.67
ZINC000000004035,Q6TUJ5,1351.9
ZINC000000001505,Q4QHJ8,13510.37
ZINC000001530571,Q27686,135127.8
ZINC000000001718,Q4QHJ8,13513.68
ZINC000003870524,O15826,13515.12
ZINC000016051982,Q4QBL1,13515.38
ZINC000000391122,Q6TUJ5,13516.96
ZINC000001817748,P48499,13518.59
ZINC000001817747,P48499,13518.59
ZINC000000607309,Q6TUJ5,135183.67
ZINC000212677395,Q4QHJ8,13519.47
ZINC000212677333,Q4QHJ8,13519.47
ZINC000003830215,Q4QBL1,1352.15
ZINC000043150941,P48499,1352.16
ZINC000000020251,Q27686,1352.27
ZINC000059697694,Q27686,1352.36
ZINC000001658782,P48499,1352.73
ZINC000006165883,O97193,1352.89
ZINC000000000038,P48499,1352062.3
ZINC000002034893,P48499,1352062.3
ZINC000036330844,P48499,13524.14
ZINC000029562299,Q6TUJ5,13524.29
ZINC000195752095,Q4QBL1,13524.35
ZINC000014114502,Q4QBL1,13524.35
ZINC000000021620,P48499,13524.6
ZINC000002019839,O97193,13525.98
ZINC000001542931,O97193,13525.98
ZINC000008579603,Q27686,135259.24
ZINC000040435195,Q4QBL1,13528.24
ZINC000001549366,Q27686,1353.13
ZINC000001853205,Q4QHJ8,1353.21
ZINC000035077050,P48499,1353.29
ZINC000000006960,Q4QBL1,1353.71
ZINC000013546270,Q4QHJ8,13531.98
ZINC000001542895,P48499,135347.78
ZINC000144763934,Q4QBL1,1354.13
ZINC000034315595,Q4QBL1,1354.53
ZINC000068247389,P48499,1354.82
ZINC000118713970,Q6TUJ5,1354.92
ZINC000003938695,O15826,1354.99
ZINC000022057192,Q27686,13540.34
ZINC000003873646,Q6TUJ5,13540.99
ZINC000004579270,Q6TUJ5,13540.99
ZINC000000001299,P48499,135419.43
ZINC000005141586,Q27686,13542.17
ZINC000001530846,O97193,13547.16
ZINC000004097409,O97193,13547.16
ZINC000005187769,Q4QBL1,13547.74
ZINC000005424275,Q27686,1355.45
ZINC000203686879,Q27686,1355.63
ZINC000001530775,Q27686,1355.77
ZINC000001658782,Q6TUJ5,1355.78
ZINC000030731152,O15826,13550.49
ZINC000003870431,Q6TUJ5,13550.85
ZINC000001679741,O97193,13551.07
ZINC000200544782,P48499,13552.18
ZINC000033998562,Q4QHJ8,13558.01
ZINC000001541570,P48499,13558.58
ZINC000003978006,Q4QBL1,1356.21
ZINC000000020241,Q27686,1356.61
ZINC000003802417,Q4QBL1,1356.74
ZINC000034662892,Q4QBL1,1356.88
ZINC000000538266,Q4QBL1,1356.94
ZINC000004217604,P48499,135616.72
ZINC000002018134,P48499,13564.41
ZINC000000000949,Q6TUJ5,13564.68
ZINC000001482113,O15826,1357.14
ZINC000006091208,O15826,1357.26
ZINC000000000017,Q27686,1357.81
ZINC000004095934,Q27686,1357.81
ZINC000000001233,P48499,13570.64
ZINC000000057466,Q6TUJ5,13571.46
ZINC000254748682,Q27686,135726.21
ZINC000018099446,Q27686,135726.21
ZINC000100019007,Q27686,135726.21
ZINC000001536777,Q6TUJ5,13573.19
ZINC000096077882,Q6TUJ5,13576.51
ZINC000003872928,Q4QHJ8,13576.51
ZINC000000897105,Q6TUJ5,13576.51
ZINC000000058121,Q4QHJ8,135775.84
ZINC000000900692,P48499,135778.23
ZINC000001530967,Q27686,13579.61
ZINC000002007678,Q27686,13579.61
ZINC000002007680,Q27686,13579.61
ZINC000002007682,Q27686,13579.61
ZINC000004214288,O15826,1358.62
ZINC000001999437,O15826,1358.62
ZINC000000007455,O97193,1358.73
ZINC000000002101,Q27686,135812.22
ZINC000022057192,Q4QHJ8,13583.34
ZINC000003952747,O15826,13583.41
ZINC000085427689,Q4QBL1,13583.86
ZINC000219077158,Q4QBL1,13584.38
ZINC000005761533,P48499,13584.58
ZINC000002022074,P48499,135848.76
ZINC000000057409,O97193,13585.31
ZINC000000057407,O97193,13585.31
ZINC000000057408,O97193,13585.31
ZINC000000057406,O97193,13585.31
ZINC000003775641,Q6TUJ5,135856.82
ZINC000003872098,P48499,13586.77
ZINC000003812946,P48499,13586.77
ZINC000003872097,P48499,13586.77
ZINC000019324118,Q4QHJ8,1359.33
ZINC000019318917,Q4QHJ8,1359.33
ZINC000100734829,Q4QHJ8,1359.33
ZINC000019321450,Q4QHJ8,1359.33
ZINC000001481833,Q6TUJ5,1359.43
ZINC000100005085,Q6TUJ5,1359.43
ZINC000003916477,Q4QHJ8,1359.97
ZINC000077312930,Q27686,13591.75
ZINC000001873938,Q4QBL1,13592.34
ZINC000000002279,Q6TUJ5,13596.16
ZINC000000011012,Q6TUJ5,13596.16
ZINC000003795699,Q4QBL1,136.0
ZINC000013726249,Q4QBL1,136.0
ZINC000100051205,O97193,136.02
ZINC000003806721,O97193,136.02
ZINC000005355152,Q4QHJ8,136.06
ZINC000001530555,O15826,136.09
ZINC000003921872,P48499,136.12
ZINC000004654793,P48499,136.12
ZINC000003916787,Q4QBL1,136.18
ZINC000008143796,P48499,136.19
ZINC000001996117,O97193,136.19
ZINC000001851251,O15826,136.21
ZINC000000004041,O15826,136.21
ZINC000095618718,O15826,136.22
ZINC000001543475,O15826,136.3
ZINC000100052685,O97193,136.32
ZINC000100052691,O97193,136.32
ZINC000100052688,O97193,136.32
ZINC000100052681,O97193,136.32
ZINC000033956090,O97193,136.32
ZINC000033956087,O97193,136.32
ZINC000033956088,O97193,136.32
ZINC000261494707,O97193,136.32
ZINC000033956089,O97193,136.32
ZINC000261494705,O97193,136.32
ZINC000261494706,O97193,136.32
ZINC000118073503,Q27686,136.36
ZINC000033956324,Q4QBL1,136.37
ZINC000003964740,Q4QHJ8,136.38
ZINC000064526521,Q27686,136.4
ZINC000003919581,Q4QBL1,136.43
ZINC000115193490,Q4QBL1,136.46
ZINC000144743928,Q4QBL1,136.46
ZINC000068246504,Q4QBL1,136.46
ZINC000068246506,Q4QBL1,136.46
ZINC000003820333,O15826,136.48
ZINC000006072259,O15826,136.48
ZINC000001855421,Q6TUJ5,136.49
ZINC000004576931,O15826,136.6
ZINC000013520637,O15826,136.6
ZINC000016951989,O15826,136.6
ZINC000013520633,O15826,136.6
ZINC000004576930,O15826,136.6
ZINC000071758443,O15826,136.6
ZINC000003976732,O15826,136.69
ZINC000001537194,O15826,136.71
ZINC000001538319,O15826,136.73
ZINC000068246816,O97193,136.78
ZINC000003629718,O97193,136.97
ZINC000014880004,Q6TUJ5,1360.01
ZINC000001530830,Q4QBL1,13604.49
ZINC000003843378,O97193,13606.52
ZINC000100017404,O97193,13606.52
ZINC000141846530,Q27686,1361.0
ZINC000100015129,Q27686,1361.0
ZINC000043207566,O97193,1361.36
ZINC000003798772,Q4QBL1,1361.43
ZINC000001491943,Q4QBL1,1361.68
ZINC000002039015,O97193,1361.7
ZINC000004658577,O97193,13610.0
ZINC000072481722,P48499,13613.29
ZINC000253617656,P48499,13613.29
ZINC000245204645,P48499,13613.29
ZINC000118913562,P48499,13613.29
ZINC000003938652,P48499,13613.29
ZINC000118913560,P48499,13613.29
ZINC000000601253,P48499,13613.29
ZINC000245204647,P48499,13613.29
ZINC000001846283,P48499,13619.52
ZINC000000538582,P48499,13619.52
ZINC000001892617,P48499,13619.66
ZINC000008101126,O15826,13619.93
ZINC000014961096,O97193,1362.05
ZINC000003819446,Q4QBL1,1362.35
ZINC000006718723,Q4QBL1,1362.49
ZINC000014951647,Q4QBL1,1362.49
ZINC000003831354,Q4QBL1,13622.16
ZINC000000000654,Q4QBL1,13622.16
ZINC000095618925,Q6TUJ5,136238.92
ZINC000198051674,Q6TUJ5,13625.18
ZINC000100369816,Q6TUJ5,13627.35
ZINC000100369812,Q6TUJ5,13627.35
ZINC000001535471,Q4QBL1,13627.93
ZINC000003781686,P48499,13628.02
ZINC000068045176,P48499,13629.37
ZINC000034093119,P48499,13629.37
ZINC000005760071,P48499,13629.37
ZINC000013983450,P48499,13629.37
ZINC000013983447,P48499,13629.37
ZINC000005759845,P48499,13629.37
ZINC000299841516,Q4QBL1,1363.07
ZINC000299841517,Q4QBL1,1363.07
ZINC000070466423,Q4QBL1,1363.76
ZINC000053006806,Q4QHJ8,1363.94
ZINC000033998562,Q27686,13630.67
ZINC000005508997,Q27686,136316.42
ZINC000013470184,Q6TUJ5,13632.17
ZINC000003928446,Q4QBL1,13632.2
ZINC000095618868,P48499,136328.77
ZINC000095618869,P48499,136328.77
ZINC000005160011,Q27686,13635.71
ZINC000000967521,Q27686,13636.0
ZINC000000967520,Q27686,13636.0
ZINC000100053758,Q27686,136370.62
ZINC000009224016,Q6TUJ5,13638.83
ZINC000000602632,Q6TUJ5,1364.23
ZINC000018516586,Q4QHJ8,1364.53
ZINC000000001051,O15826,1364.58
ZINC000206179007,P48499,1364.74
ZINC000095618717,O97193,1364.9
ZINC000095618716,O97193,1364.9
ZINC000001533688,Q6TUJ5,13641.28
ZINC000003993846,Q6TUJ5,136421.23
ZINC000052245489,Q6TUJ5,136421.23
ZINC000009230249,Q6TUJ5,136421.98
ZINC000004216433,O97193,13644.83
ZINC000001481970,Q6TUJ5,136447.9
ZINC000002019839,Q6TUJ5,136460.93
ZINC000001542931,Q6TUJ5,136460.93
ZINC000003830347,P48499,136497.8
ZINC000035978229,O97193,1365.82
ZINC000000603577,Q4QHJ8,1365.88
ZINC000052986906,P48499,136519.38
ZINC000053122793,P48499,136519.38
ZINC000100001964,P48499,13655.78
ZINC000100001965,P48499,13655.78
ZINC000003918138,Q6TUJ5,13656.26
ZINC000034112444,Q27686,13657.78
ZINC000005735688,P48499,13657.93
ZINC000136755697,Q4QBL1,13658.25
ZINC000000001490,O15826,13659.91
ZINC000013470184,P48499,13659.96
ZINC000024492326,Q6TUJ5,13661.04
ZINC000000000917,Q27686,13661.07
ZINC000003824281,P48499,13663.0
ZINC000029415842,Q27686,13664.82
ZINC000001529628,Q27686,136659.52
ZINC000144293869,P48499,13666.14
ZINC000068202099,P48499,13669.1
ZINC000000000786,O15826,1367.0
ZINC000000002283,O15826,1367.0
ZINC000072105034,P48499,1367.15
ZINC000003830716,Q4QHJ8,1367.23
ZINC000014768469,Q27686,1367.35
ZINC000004215257,Q27686,1367.35
ZINC000072190141,Q4QBL1,1367.79
ZINC000001908051,Q4QBL1,1367.79
ZINC000002040985,Q27686,13670.81
ZINC000002040987,Q27686,13670.81
ZINC000002040986,Q27686,13670.81
ZINC000002040984,Q27686,13670.81
ZINC000013760528,Q4QBL1,136704.92
ZINC000000388462,Q4QHJ8,136720.53
ZINC000000007782,Q4QBL1,13674.4
ZINC000064622556,O97193,13677.08
ZINC000150346926,P48499,13678.04
ZINC000150339083,P48499,13678.04
ZINC000001578344,O97193,1368.24
ZINC000003779042,Q4QBL1,1368.52
ZINC000064033452,Q6TUJ5,1368.53
ZINC000004392972,Q27686,1368.54
ZINC000000601252,Q4QBL1,1368.65
ZINC000004228243,Q4QHJ8,1368.65
ZINC000004654260,Q4QHJ8,1368.65
ZINC000003816409,O15826,1368.93
ZINC000150338506,Q4QHJ8,13680.06
ZINC000003871698,Q4QHJ8,13680.7
ZINC000005434436,Q6TUJ5,13680.81
ZINC000005763835,Q6TUJ5,13680.81
ZINC000000391812,P48499,13683.65
ZINC000000001798,P48499,13683.65
ZINC000040848320,P48499,13685.69
ZINC000000388075,Q4QHJ8,13686.44
ZINC000003860897,Q4QHJ8,13686.44
ZINC000012494893,P48499,13687.96
ZINC000008602616,P48499,13687.96
ZINC000013541362,P48499,13687.96
ZINC000003830709,P48499,13687.96
ZINC000002040210,P48499,13688.86
ZINC000002040211,P48499,13688.86
ZINC000003137600,Q27686,13689.07
ZINC000000016956,O15826,1369.03
ZINC000000119895,O15826,1369.03
ZINC000100001877,Q4QBL1,1369.55
ZINC000003780800,Q27686,1369.85
ZINC000003779991,Q6TUJ5,136900.49
ZINC000000001233,Q6TUJ5,13693.58
ZINC000068208039,Q4QHJ8,13698.27
ZINC000006117307,P48499,1369857.39
ZINC000068250418,P48499,13699.18
ZINC000001544309,Q27686,13699.4
ZINC000008466459,Q4QBL1,13699.87
ZINC000006021043,Q4QBL1,13699.87
ZINC000257384245,O97193,137.0
ZINC000100053083,O97193,137.0
ZINC000100053074,O97193,137.0
ZINC000257384244,O97193,137.0
ZINC000257384246,O97193,137.0
ZINC000100053080,O97193,137.0
ZINC000257384247,O97193,137.0
ZINC000100053072,O97193,137.0
ZINC000000006360,O97193,137.12
ZINC000005353194,Q4QBL1,137.19
ZINC000005352878,Q4QBL1,137.19
ZINC000003861133,Q6TUJ5,137.2
ZINC000001069090,Q6TUJ5,137.2
ZINC000003861134,Q6TUJ5,137.2
ZINC000008551087,O97193,137.28
ZINC000096006041,O97193,137.28
ZINC000001554077,O15826,137.33
ZINC000000156823,O97193,137.33
ZINC000000000391,O97193,137.33
ZINC000100370083,Q4QHJ8,137.35
ZINC000100370085,Q4QHJ8,137.35
ZINC000169369935,O15826,137.36
ZINC000002504597,Q4QBL1,137.39
ZINC000100053171,Q4QBL1,137.39
ZINC000100053167,Q4QBL1,137.39
ZINC000100199161,Q4QBL1,137.39
ZINC000002012859,O15826,137.43
ZINC000003786262,O97193,137.46
ZINC000013415989,Q4QBL1,137.53
ZINC000000004417,O15826,137.54
ZINC000008219992,Q4QHJ8,137.56
ZINC000001530636,Q4QHJ8,137.57
ZINC000038665623,Q4QHJ8,137.58
ZINC000064540331,Q4QHJ8,137.58
ZINC000115410532,O15826,137.59
ZINC000003932652,O15826,137.63
ZINC000100068360,P48499,137.66
ZINC000100042076,P48499,137.66
ZINC000100009280,P48499,137.66
ZINC000100271918,P48499,137.66
ZINC000100009278,P48499,137.66
ZINC000001542891,O15826,137.7
ZINC000001719652,O15826,137.7
ZINC000003820435,O97193,137.73
ZINC000001280092,Q4QBL1,137.78
ZINC000003812984,Q4QBL1,137.78
ZINC000000005375,O97193,137.87
ZINC000038576002,O97193,137.91
ZINC000049089868,O97193,137.92
ZINC000239165117,Q4QBL1,137.93
ZINC000239165119,Q4QBL1,137.93
ZINC000008214692,Q4QBL1,137.93
ZINC000239165118,Q4QBL1,137.93
ZINC000239165120,Q4QBL1,137.93
ZINC000095618856,Q4QBL1,137.94
ZINC000003831583,P48499,137.95
ZINC000100308860,P48499,137.95
ZINC000100308855,P48499,137.95
ZINC000100308851,P48499,137.95
ZINC000003831582,P48499,137.95
ZINC000003831581,P48499,137.95
ZINC000003831584,P48499,137.95
ZINC000043128366,O15826,137.95
ZINC000019322537,O15826,137.97
ZINC000000968264,Q4QHJ8,137.97
ZINC000043208574,Q27686,137.99
ZINC000019537374,Q4QBL1,1370.15
ZINC000064527459,Q27686,1370.24
ZINC000040165217,P48499,1370.41
ZINC000040165218,P48499,1370.41
ZINC000040165255,P48499,1370.41
ZINC000003874215,Q6TUJ5,1370.44
ZINC000003874214,Q6TUJ5,1370.44
ZINC000003874217,Q6TUJ5,1370.44
ZINC000003874216,Q6TUJ5,1370.44
ZINC000059299699,P48499,1370.96
ZINC000001543513,P48499,13700.24
